,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
148578,148579,8497267,65,6,1,2,0,10,176,0,6,12,1
148580,148581,2740967,63,5,1,2,0,11,203,1,5,13,1
148596,148597,8293745,60,12,0,2,0,18,85,14,12,10,1
148599,148600,5642075,53,8,1,2,0,8,88,4,8,14,1
148601,148602,2831745,51,16,1,1,0,47,313,0,8,13,1
148621,148622,2549997,51,15,0,2,0,44,93,7,13,14,1
148623,148624,1818040,54,1,1,2,0,0,254,13,1,14,1
148637,148638,4002405,68,6,1,2,0,31,65,13,3,13,1
148642,148643,9122548,58,12,1,2,0,24,256,2,9,14,1
148644,148645,9232506,75,2,1,2,0,17,26,22,2,11,1
148662,148663,455805,72,0,1,2,0,5,250,17,0,12,1
148665,148666,4145448,50,4,1,2,0,35,281,9,4,12,1
148669,148670,2213998,78,11,1,1,0,38,143,0,11,14,1
148676,148677,5971936,24,1,1,2,0,1,79,2,1,10,1
148682,148683,2755203,64,15,1,2,0,5,207,14,11,12,1
148698,148699,3994234,72,18,1,2,0,45,291,22,4,13,1
148710,148711,2093984,77,9,1,2,0,28,79,2,3,14,1
148719,148720,794175,52,1,1,2,0,5,207,14,1,12,1
148721,148722,3350415,29,9,1,2,0,31,310,14,6,12,1
148725,148726,3424035,24,2,1,2,0,44,181,28,2,14,1
148729,148730,8149390,78,1,1,2,0,13,249,13,1,11,1
148731,148732,9254969,75,7,1,2,0,10,295,1,7,10,1
148749,148750,2859480,30,14,1,1,0,48,279,20,10,12,1
148753,148754,7583518,28,4,1,2,0,41,251,13,4,11,1
148759,148760,4560641,72,7,1,2,0,41,235,22,7,13,1
148768,148769,2929735,23,14,1,2,0,34,77,11,9,12,1
148772,148773,827855,41,15,1,2,0,41,312,0,8,13,1
148783,148784,9153316,31,6,1,2,0,47,112,13,6,12,1
148784,148785,2018172,73,15,1,2,0,24,299,22,3,12,1
148795,148796,1171826,44,8,1,2,0,13,257,22,8,11,1
148799,148800,4190150,31,4,1,2,0,0,230,19,4,12,1
148811,148812,5737594,26,11,1,2,0,30,110,7,10,12,1
148812,148813,915146,50,4,1,1,0,14,97,6,4,13,1
148813,148814,5618577,52,8,1,1,0,5,162,28,4,13,1
148820,148821,9819070,25,11,1,2,0,30,151,2,6,10,1
148822,148823,6671351,28,14,1,2,0,49,198,2,13,12,1
148839,148840,5126123,41,1,1,2,0,40,181,28,1,12,1
148863,148864,7872203,73,16,1,2,0,41,95,25,11,11,1
148864,148865,9558008,49,1,1,2,0,37,50,13,1,11,1
148866,148867,3154685,27,1,1,2,0,7,97,6,1,12,1
148873,148874,670260,70,16,1,2,0,3,275,2,14,14,1
148875,148876,1131868,46,10,1,2,0,26,117,10,10,12,1
148877,148878,357702,76,6,1,1,0,35,276,14,3,13,1
148889,148890,8897257,65,12,1,2,0,22,275,2,5,14,1
148895,148896,9760129,44,12,1,0,0,9,10,26,11,10,1
148898,148899,3580985,53,13,0,2,0,8,66,2,13,14,1
148901,148902,8732919,54,18,1,2,0,39,270,20,5,13,1
148904,148905,9731801,72,3,1,1,0,26,3,6,3,12,1
148905,148906,5073397,41,9,1,2,0,13,50,13,4,12,1
148937,148938,1621444,22,16,1,2,0,16,100,2,9,11,1
148942,148943,7134787,63,15,1,2,0,50,258,17,12,12,1
148948,148949,5091752,66,2,1,2,0,9,48,20,2,11,1
148951,148952,1969104,28,9,1,2,0,38,289,1,7,14,1
148958,148959,8878375,65,7,1,2,0,42,273,13,7,14,1
148966,148967,6940796,46,17,1,2,0,1,51,14,9,11,1
148977,148978,8683216,21,0,0,2,0,7,193,25,0,12,1
148994,148995,7864739,61,10,1,2,0,37,231,10,5,11,1
149002,149003,7757947,62,5,1,2,0,0,267,8,4,13,1
149011,149012,4940114,43,8,1,2,0,20,168,28,8,10,1
149013,149014,9173092,30,19,1,2,0,40,69,2,9,11,1
149028,149029,7851638,51,9,1,2,0,21,57,28,9,12,1
149034,149035,9181312,31,5,1,2,0,2,85,14,5,13,1
149037,149038,8314069,31,17,1,2,0,14,112,13,8,14,1
149045,149046,9775983,65,6,1,2,0,6,248,10,6,12,1
149048,149049,2499018,24,15,1,2,0,32,196,2,8,13,1
149062,149063,4990273,58,2,1,2,0,13,114,28,2,14,1
149064,149065,2570723,45,15,1,2,0,33,19,6,6,12,1
149075,149076,429827,35,2,1,2,0,15,271,1,2,14,1
149080,149081,7212880,21,17,1,2,0,6,107,13,13,12,1
149086,149087,2474838,64,9,1,2,0,9,70,22,8,10,1
149094,149095,1839079,43,11,0,2,0,5,54,17,10,11,1
149107,149108,2541624,32,15,1,2,0,28,2,25,3,12,1
149116,149117,4032575,50,8,1,2,0,23,118,0,8,11,1
149123,149124,5305177,23,17,1,2,0,44,92,25,9,11,1
149125,149126,2503612,25,18,1,2,0,34,255,25,6,11,1
149137,149138,3593774,57,11,1,2,0,47,130,14,11,11,1
149139,149140,7347926,66,7,1,2,0,17,286,0,6,12,1
149155,149156,8800769,29,4,1,2,0,34,310,14,4,12,1
149157,149158,7932088,41,20,0,2,0,49,15,22,5,11,1
149158,149159,7769983,61,19,1,2,0,32,141,6,8,14,1
149165,149166,1662818,64,18,1,2,0,29,22,2,9,11,1
149170,149171,7248241,63,12,1,2,0,3,54,17,4,14,1
149195,149196,4329497,66,2,1,2,0,33,241,4,2,11,1
149198,149199,1969474,65,12,1,2,0,18,201,11,12,12,1
149200,149201,6733662,60,20,1,2,0,3,128,20,12,11,1
149201,149202,8047392,61,2,1,2,0,27,230,19,2,14,1
149203,149204,3285395,72,19,1,2,0,4,165,20,13,12,1
149206,149207,3959820,78,9,0,2,0,10,76,2,9,10,1
149214,149215,4536029,24,20,1,2,0,44,259,25,8,14,1
149227,149228,2935149,66,2,1,2,0,24,125,15,2,10,1
149229,149230,1349987,37,13,1,1,0,3,79,2,8,11,1
149246,149247,7947428,33,17,1,2,0,9,212,14,7,13,1
149253,149254,3612614,62,15,1,2,0,15,45,28,14,14,1
149255,149256,3411984,31,12,1,1,0,3,139,20,4,12,1
149261,149262,3781553,56,16,1,2,0,24,3,6,11,14,1
149262,149263,2620497,39,6,0,0,0,23,153,0,4,12,1
149274,149275,4251239,79,2,1,2,0,1,170,0,2,14,1
149278,149279,6045469,63,7,1,2,0,5,313,0,7,10,1
149282,149283,3390492,54,13,0,2,0,35,45,28,10,14,1
149295,149296,4141656,27,20,1,2,0,34,117,10,12,14,1
149296,149297,6035837,34,13,1,2,0,34,185,25,11,11,1
149299,149300,9055988,27,6,1,2,0,4,222,22,3,10,1
149309,149310,7974415,42,5,1,0,0,36,311,22,5,13,1
149313,149314,8022038,33,9,1,2,0,4,234,0,9,13,1
149326,149327,9849899,39,8,1,2,0,22,140,1,5,13,1
149331,149332,7816158,44,8,1,2,0,17,211,14,8,13,1
149333,149334,3602416,48,3,1,2,0,0,249,13,3,13,1
149336,149337,9088666,45,11,1,2,0,12,125,15,11,12,1
149340,149341,4316721,78,15,1,2,0,14,193,25,14,12,1
149361,149362,9576816,45,5,1,2,0,5,117,10,5,14,1
149362,149363,1072440,29,15,1,2,0,17,168,28,6,12,1
149365,149366,6891271,45,9,1,2,0,14,57,28,9,10,1
149376,149377,6911248,32,19,1,2,0,19,49,0,11,14,1
149387,149388,974413,35,1,1,2,0,31,65,13,1,14,1
149390,149391,6973369,68,20,1,2,0,37,238,25,11,13,1
149405,149406,250306,23,15,1,2,0,17,202,6,10,14,1
149411,149412,8135531,60,10,1,1,0,32,219,25,4,11,1
149413,149414,5124001,78,12,1,2,0,2,72,0,12,10,1
149420,149421,6475126,48,14,1,2,0,3,57,28,11,12,1
149425,149426,6503458,55,17,1,2,0,50,55,14,9,13,1
149428,149429,668849,74,15,1,2,0,40,46,6,13,11,1
149432,149433,6548997,46,11,1,2,0,47,75,2,4,14,1
149435,149436,6101291,45,0,1,2,0,42,119,11,0,13,1
149448,149449,3539122,28,11,1,2,0,48,8,12,4,13,1
149456,149457,8928667,38,15,1,2,0,9,256,2,3,10,1
149462,149463,4544686,62,8,1,0,0,27,134,6,5,13,1
149466,149467,6088053,50,9,1,2,0,50,4,14,6,12,1
149482,149483,9985964,28,8,0,2,0,40,166,12,8,13,1
149494,149495,4390992,66,9,1,2,0,12,209,5,9,14,1
149500,149501,428454,53,18,1,2,0,38,106,11,9,13,1
149536,149537,759604,26,18,1,2,0,11,185,25,10,11,1
149569,149570,1906089,27,14,1,2,0,13,205,14,5,13,1
149572,149573,8201240,37,1,1,2,0,31,109,0,1,13,1
149580,149581,7171645,31,10,0,2,0,22,180,28,5,14,1
149586,149587,5863246,38,9,1,2,0,27,126,13,7,14,1
149587,149588,5997509,42,1,1,2,0,3,125,15,1,13,1
149607,149608,4091318,33,7,1,2,0,26,54,17,7,11,1
149622,149623,8377998,65,13,1,2,0,10,125,15,4,11,1
149639,149640,8822191,26,13,1,2,0,5,104,25,3,10,1
149660,149661,3218946,25,0,1,2,0,43,312,0,0,11,1
149665,149666,3417203,53,15,1,2,0,44,266,25,5,13,1
149685,149686,8296594,22,13,1,2,0,1,136,25,13,13,1
149694,149695,990424,30,18,1,2,0,4,220,18,13,10,1
149696,149697,250968,60,7,1,2,0,30,45,28,4,14,1
149697,149698,6777059,76,8,1,2,0,45,97,6,8,11,1
149704,149705,5118418,57,18,1,2,0,44,231,10,10,13,1
149711,149712,6427114,71,12,1,2,0,8,178,22,4,10,1
149719,149720,1362373,21,0,1,2,0,45,249,13,0,10,1
149749,149750,1543486,44,7,1,2,0,18,114,28,5,13,1
149756,149757,5143268,53,4,1,2,0,35,288,0,4,11,1
149767,149768,9482759,67,19,1,2,0,40,168,28,12,12,1
149768,149769,460547,70,20,1,2,0,43,23,28,4,12,1
149785,149786,235563,48,5,0,2,0,25,151,2,5,11,1
149790,149791,7334328,60,12,1,2,0,20,91,22,9,11,1
149792,149793,4278856,59,12,1,2,0,20,303,11,4,11,1
149794,149795,1739039,33,19,1,2,0,22,162,28,10,13,1
149797,149798,7895335,34,17,1,2,0,14,64,25,5,11,1
149814,149815,3635824,56,8,1,2,0,26,175,0,8,13,1
149818,149819,7364088,74,5,1,2,0,47,125,15,5,11,1
149819,149820,5112961,67,5,1,2,0,50,131,14,3,10,1
149824,149825,752752,76,3,1,2,0,37,3,6,3,12,1
149826,149827,6414837,40,3,1,2,0,26,294,12,3,14,1
149836,149837,8413167,60,14,1,2,0,9,180,28,10,12,1
149852,149853,7826657,30,3,1,2,0,16,66,2,3,10,1
149865,149866,6222541,45,19,1,0,0,50,109,0,11,12,1
149867,149868,1315106,62,5,1,2,0,38,113,2,5,12,1
149868,149869,7361429,58,2,1,2,0,50,292,12,2,12,1
149877,149878,3692913,55,6,1,2,0,32,80,5,6,11,1
149894,149895,1771195,31,14,1,2,0,2,305,14,9,13,1
149902,149903,9086314,74,1,1,2,0,38,77,11,1,12,1
149941,149942,4125869,47,19,1,2,0,25,214,5,13,12,1
149943,149944,3864475,44,14,1,2,0,35,74,17,10,11,1
149957,149958,4088166,40,7,1,2,0,2,85,14,7,14,1
149964,149965,4973814,24,19,1,2,0,14,17,19,6,12,1
149967,149968,9422918,77,11,1,2,0,42,24,14,9,13,1
149976,149977,2278568,25,4,1,2,0,15,307,25,4,12,1
149979,149980,6565653,53,12,1,1,0,3,9,25,11,12,1
150000,150001,5563521,26,4,1,2,0,1,253,17,4,13,1
150008,150009,743219,54,5,1,1,0,44,116,27,5,12,1
150010,150011,3625101,28,5,1,2,0,12,103,28,5,10,1
150012,150013,8896315,27,5,1,2,0,5,16,14,5,12,1
150014,150015,2020252,78,4,1,2,0,14,126,13,4,10,1
150052,150053,1325345,66,8,1,2,0,23,193,25,8,14,1
150055,150056,5550769,59,5,0,2,0,47,314,0,5,11,1
150067,150068,2477727,63,15,1,2,0,18,28,25,7,12,1
150070,150071,5443970,35,4,1,2,0,2,292,12,4,10,1
150080,150081,5712077,21,0,1,2,0,38,186,25,0,12,1
150099,150100,8542806,31,12,0,2,0,11,308,6,6,13,1
150121,150122,5647261,64,10,1,2,0,40,55,14,10,10,1
150122,150123,5129206,59,8,1,2,0,3,279,20,3,12,1
150134,150135,5639383,37,5,1,2,0,10,277,7,4,12,1
150149,150150,9662707,31,2,1,2,0,0,25,2,2,13,1
150150,150151,8492379,28,16,1,2,0,13,284,6,14,11,1
150173,150174,6083984,45,15,1,2,0,42,304,13,3,12,1
150179,150180,4937591,60,2,1,2,0,6,66,2,2,13,1
150183,150184,1715663,54,16,1,2,0,38,79,2,14,11,1
150187,150188,8997854,36,16,1,2,0,8,303,11,5,10,1
150198,150199,3883838,62,19,1,2,0,50,69,2,13,13,1
150211,150212,2309662,64,12,1,1,0,10,61,4,10,11,1
150215,150216,6987406,27,10,1,2,0,41,2,25,8,11,1
150247,150248,3371958,23,15,1,2,0,7,91,22,4,12,1
150249,150250,3379005,77,1,1,2,0,34,234,0,1,11,1
150264,150265,1619598,58,18,1,2,0,17,84,0,8,10,1
150269,150270,3212655,67,19,1,2,0,22,41,2,7,14,1
150283,150284,4247262,62,15,0,2,0,42,86,1,4,10,1
150306,150307,6011488,41,2,1,2,0,0,39,28,2,12,1
150308,150309,8481916,73,0,1,2,0,34,271,1,0,14,1
150315,150316,7475292,33,3,1,2,0,18,184,10,3,10,1
150317,150318,313244,59,10,1,2,0,11,180,28,10,14,1
150320,150321,3921757,77,11,1,2,0,20,162,28,3,14,1
150321,150322,4825118,52,1,1,2,0,32,75,2,1,10,1
150323,150324,4076147,25,16,0,2,0,38,241,4,6,10,1
150328,150329,7716196,27,5,1,2,0,33,158,5,5,14,1
150336,150337,6743958,24,15,1,2,0,37,153,0,11,12,1
150337,150338,4570845,47,3,1,2,0,50,281,9,3,14,1
150350,150351,533359,50,7,1,2,0,21,197,14,6,11,1
150351,150352,9084072,22,10,1,2,0,47,201,11,4,13,1
150354,150355,2936274,49,4,1,2,0,17,233,18,4,10,1
150355,150356,612456,54,16,1,2,0,23,1,24,9,11,1
150366,150367,9213176,50,13,1,2,0,3,101,25,3,14,1
150374,150375,8098496,77,15,1,2,0,3,203,1,11,10,1
150379,150380,9267569,48,11,1,2,0,16,101,25,11,12,1
150383,150384,3643652,56,2,1,2,0,6,31,28,2,10,1
150388,150389,8750833,50,19,1,2,0,21,234,0,11,11,1
150389,150390,5738912,76,9,0,2,0,28,213,0,9,14,1
150408,150409,245102,36,4,1,2,0,50,184,10,4,12,1
150414,150415,3390339,22,19,1,2,0,12,77,11,3,13,1
150439,150440,1956633,23,13,1,2,0,40,97,6,13,12,1
150440,150441,9109625,55,5,1,2,0,45,3,6,5,10,1
150451,150452,7071857,24,10,0,2,0,16,47,4,3,13,1
150456,150457,1510736,37,12,1,2,0,7,12,0,5,12,1
150460,150461,5250888,30,10,1,2,0,44,238,25,10,13,1
150472,150473,7256900,55,9,1,2,0,28,126,13,4,14,1
150474,150475,448021,54,11,1,2,0,25,276,14,11,14,1
150478,150479,4016515,56,13,0,2,0,4,269,13,6,13,1
150485,150486,5055709,57,3,1,1,0,47,170,0,3,12,1
150487,150488,8622588,45,18,1,1,0,45,1,24,3,12,1
150494,150495,5560320,34,16,1,2,0,20,232,14,8,11,1
150502,150503,3632655,76,18,1,2,0,26,305,14,12,10,1
150512,150513,1789952,27,4,0,2,0,38,66,2,4,11,1
150518,150519,3941355,71,14,0,2,0,26,216,25,12,10,1
150526,150527,2391997,69,19,1,2,0,32,274,7,6,11,1
150535,150536,1364478,33,2,1,2,0,35,7,14,2,11,1
150537,150538,7428533,59,1,1,2,0,24,1,24,1,12,1
150549,150550,4388062,28,2,1,2,0,6,87,22,2,10,1
150553,150554,7102815,30,13,1,2,0,3,199,25,13,13,1
150555,150556,5515243,64,12,1,2,0,24,31,28,11,12,1
150558,150559,8557058,33,2,1,2,0,29,81,10,2,14,1
150561,150562,4873523,22,15,1,2,0,24,121,28,3,11,1
150571,150572,389819,29,3,0,2,0,19,247,25,3,14,1
150609,150610,1765870,39,11,1,1,0,22,149,23,11,10,1
150625,150626,1729641,38,12,1,2,0,28,46,6,12,12,1
150629,150630,1106260,39,8,1,1,0,5,241,4,8,10,1
150631,150632,1005797,34,10,1,1,0,44,141,6,10,10,1
150642,150643,3337437,67,5,1,2,0,12,124,14,5,14,1
150653,150654,4292910,70,2,0,1,0,18,54,17,2,14,1
150656,150657,8378553,50,15,1,2,0,7,205,14,6,13,1
150661,150662,8727386,46,9,1,2,0,30,268,11,5,10,1
150663,150664,3148579,45,9,1,2,0,38,105,0,9,10,1
150664,150665,3784689,39,7,0,2,0,27,113,2,7,11,1
150670,150671,9103667,54,3,0,1,0,43,121,28,3,12,1
150672,150673,4012026,72,8,1,2,0,29,293,22,6,14,1
150673,150674,5381739,76,15,1,2,0,27,74,17,9,13,1
150674,150675,4536163,66,18,1,2,0,19,111,1,13,10,1
150676,150677,5379845,31,5,0,2,0,38,210,0,5,12,1
150681,150682,5112098,77,11,1,2,0,1,126,13,11,11,1
150686,150687,1303701,34,20,1,2,0,40,96,25,3,13,1
150691,150692,3604122,49,3,1,0,0,26,41,2,3,10,1
150701,150702,3957826,78,13,1,2,0,20,138,25,11,11,1
150705,150706,5067791,55,18,1,2,0,47,57,28,4,10,1
150706,150707,423074,54,16,1,2,0,43,215,23,14,11,1
150707,150708,7827983,59,18,1,2,0,6,277,7,12,12,1
150710,150711,7159752,60,18,1,2,0,2,47,4,3,13,1
150714,150715,3157162,48,11,1,2,0,32,21,0,7,14,1
150722,150723,4609641,26,17,1,2,0,12,263,13,9,10,1
150733,150734,4665785,71,13,1,2,0,2,69,2,3,12,1
150743,150744,3352999,54,16,1,2,0,15,56,11,14,11,1
150757,150758,2575197,72,2,1,1,0,41,63,1,2,14,1
150760,150761,7334800,75,3,1,2,0,7,165,20,3,12,1
150783,150784,7049933,23,16,1,2,0,25,21,0,5,10,1
150790,150791,5164517,33,17,0,2,0,42,112,13,6,11,1
150800,150801,8808852,56,16,1,2,0,50,138,25,3,14,1
150807,150808,8658161,79,13,1,2,0,39,220,18,13,10,1
150811,150812,926842,26,10,1,1,0,23,161,14,10,12,1
150813,150814,4175765,79,3,1,2,0,37,201,11,3,13,1
150828,150829,3049346,26,5,0,2,0,17,81,10,3,12,1
150838,150839,1415711,40,5,1,2,0,34,118,0,5,10,1
150860,150861,9704512,78,15,1,2,0,4,225,7,11,14,1
150861,150862,9366699,67,8,1,2,0,24,131,14,4,13,1
150873,150874,8437491,22,2,1,2,0,29,92,25,2,14,1
150878,150879,3083768,34,12,1,2,0,32,36,2,5,11,1
150881,150882,1051945,70,7,0,2,0,24,189,6,7,12,1
150889,150890,8758130,34,20,0,2,0,45,43,5,9,10,1
150890,150891,9265462,48,6,1,2,0,28,302,20,6,10,1
150893,150894,1871076,52,18,1,2,0,4,41,2,3,10,1
150895,150896,3837133,32,3,1,2,0,40,242,0,3,11,1
150906,150907,5501513,78,11,1,2,0,43,215,23,11,14,1
150914,150915,8748167,36,10,1,2,0,46,51,14,10,14,1
150918,150919,2460413,61,15,1,2,0,47,85,14,6,12,1
150923,150924,5254986,48,6,1,2,0,23,24,14,6,14,1
150924,150925,8936935,36,0,1,2,0,46,140,1,0,14,1
150934,150935,2421029,48,13,1,2,0,46,314,0,5,10,1
150938,150939,3524413,77,5,1,2,0,4,102,10,5,11,1
150940,150941,1148139,27,9,1,2,0,44,314,0,5,14,1
150949,150950,1020861,42,17,1,2,0,28,126,13,7,14,1
150952,150953,5922769,29,7,1,2,0,30,240,28,7,11,1
150956,150957,2748810,71,2,1,2,0,28,285,23,2,10,1
150960,150961,6793519,57,6,1,2,0,5,66,2,6,11,1
150974,150975,8517978,58,7,1,2,0,8,160,12,4,10,1
150981,150982,2162609,42,0,1,2,0,15,112,13,0,12,1
150989,150990,9633948,78,5,1,2,0,41,222,22,5,14,1
150991,150992,4226060,49,2,1,2,0,28,270,20,2,11,1
151000,151001,4209565,50,1,1,2,0,36,309,25,1,14,1
151004,151005,2699320,27,1,1,2,0,38,183,11,1,10,1
151016,151017,7716359,70,0,1,2,0,44,302,20,0,12,1
151023,151024,9597503,47,13,1,2,0,9,111,1,7,10,1
151029,151030,11114,73,19,1,2,0,46,213,0,4,14,1
151033,151034,4094969,61,13,1,2,0,37,243,6,4,11,1
151041,151042,3326988,42,7,1,2,0,7,19,6,7,14,1
151045,151046,9331890,68,5,1,2,0,38,0,0,5,14,1
151046,151047,5861916,48,11,1,2,0,9,62,10,11,14,1
151047,151048,133768,50,20,1,2,0,30,68,14,10,12,1
151055,151056,6269757,61,6,1,2,0,15,258,17,6,12,1
151056,151057,7440752,70,10,1,2,0,50,229,2,10,11,1
151072,151073,6597452,39,11,1,2,0,7,128,20,10,13,1
151074,151075,156632,62,5,1,2,0,47,68,14,5,10,1
151075,151076,4657255,28,16,1,2,0,22,102,10,7,14,1
151076,151077,1837938,37,15,1,2,0,14,79,2,10,14,1
151081,151082,355672,47,11,1,2,0,40,263,13,11,14,1
151088,151089,6243139,37,18,1,2,0,11,204,22,9,10,1
151093,151094,8434862,27,9,1,2,0,9,281,9,5,11,1
151104,151105,606432,39,9,1,2,0,9,112,13,6,10,1
151116,151117,9482746,68,10,1,2,0,37,126,13,6,11,1
151120,151121,5000063,38,17,1,2,0,49,316,7,5,11,1
151126,151127,6256451,41,2,1,2,1,43,54,17,2,12,1
151231,151232,5165629,61,0,1,2,0,5,217,28,0,12,1
151241,151242,7154493,28,4,1,2,0,21,87,22,4,13,1
151252,151253,7187813,47,2,1,2,0,25,227,14,2,13,1
151264,151265,4392927,41,2,1,2,0,9,192,25,2,13,1
151269,151270,495619,26,1,1,2,0,15,240,28,1,14,1
151281,151282,1134496,77,3,1,2,0,45,137,2,3,10,1
151291,151292,8451099,70,4,1,2,1,17,159,2,4,13,1
151309,151310,5653642,42,3,1,2,0,10,197,14,3,11,1
151370,151371,6715263,29,0,1,2,0,46,82,13,0,11,1
151385,151386,7291839,41,1,1,2,1,45,290,14,1,12,1
151388,151389,4187964,78,2,1,2,1,16,222,22,2,10,1
151419,151420,7167873,61,0,1,2,1,18,13,7,0,11,1
151431,151432,5468664,30,2,1,2,0,7,146,25,2,14,1
151438,151439,8143086,22,3,1,2,0,25,32,28,3,11,1
151537,151538,7914034,23,2,1,2,0,8,106,11,2,10,1
151552,151553,2259654,42,2,1,2,0,33,77,11,2,10,1
151593,151594,549476,47,1,1,2,0,22,85,14,1,10,1
151602,151603,706809,71,3,1,2,0,31,73,22,3,13,1
151632,151633,976533,48,2,1,2,0,44,33,28,2,10,1
151647,151648,8079960,53,2,1,2,0,3,237,2,2,10,1
151679,151680,340075,45,0,1,2,0,29,64,25,0,13,1
151692,151693,5965932,74,3,1,2,0,3,102,10,3,13,1
151701,151702,9407809,66,3,1,2,0,3,218,0,3,13,1
151706,151707,6201762,46,1,1,2,0,30,160,12,1,10,1
151708,151709,4510519,73,3,1,1,1,32,178,22,3,10,1
151716,151717,5663627,29,0,0,2,1,8,107,13,0,14,1
151742,151743,8356848,54,2,1,2,0,16,209,5,2,12,1
151807,151808,5421595,45,4,1,2,0,0,102,10,4,12,1
151824,151825,4477660,30,0,0,2,1,30,255,25,0,14,1
151840,151841,5812529,46,2,1,2,1,43,296,22,2,11,1
151852,151853,5186187,76,2,1,2,0,16,266,25,2,12,1
151894,151895,6550926,35,1,1,2,0,37,257,22,1,11,1
151916,151917,8419826,31,0,1,2,0,26,240,28,0,14,1
151918,151919,3734522,47,1,1,2,0,46,132,2,1,10,1
151946,151947,5238806,65,3,1,2,0,38,245,23,3,12,1
152114,152115,9253093,54,2,1,2,1,42,75,2,2,12,1
152153,152154,9328308,53,4,1,2,0,6,8,12,4,13,1
152170,152171,7794515,51,2,1,2,0,50,146,25,2,11,1
152203,152204,902071,63,4,1,2,0,20,140,1,4,12,1
152206,152207,428758,47,0,1,2,1,25,72,0,0,11,1
152215,152216,2357771,59,1,1,2,1,3,166,12,1,12,1
152235,152236,1509614,25,0,0,2,1,24,312,0,0,13,1
152247,152248,5867312,43,1,1,1,0,7,170,0,1,13,1
152260,152261,5827839,43,1,1,2,0,13,124,14,1,10,1
152304,152305,420777,41,1,1,2,0,39,76,2,1,11,1
152318,152319,8476201,55,1,1,2,0,49,208,0,1,11,1
152329,152330,1818095,30,1,0,2,0,27,18,25,1,11,1
152377,152378,9187149,79,1,1,2,1,7,203,1,1,13,1
152420,152421,8596569,69,0,1,2,0,6,312,0,0,13,1
152423,152424,831067,48,2,0,2,0,16,250,17,2,11,1
152442,152443,1591082,66,3,1,2,0,38,208,0,3,11,1
152487,152488,9639313,38,4,1,2,1,30,316,7,4,14,1
152501,152502,9678663,46,0,1,2,0,45,142,0,0,12,1
152503,152504,6641682,42,0,1,2,0,29,305,14,0,10,1
152510,152511,9645128,26,2,1,2,0,4,153,0,2,11,1
152532,152533,5663883,37,4,1,2,0,4,6,20,4,11,1
152536,152537,3412117,76,3,1,2,1,19,136,25,3,14,1
152539,152540,2926190,71,0,1,2,0,37,29,28,0,14,1
152551,152552,9807280,37,0,1,2,0,1,206,28,0,13,1
152598,152599,2946448,63,0,1,2,0,16,198,2,0,13,1
152616,152617,2282442,47,4,1,2,1,36,241,4,4,13,1
152637,152638,5131419,26,2,1,2,0,10,309,25,2,10,1
152667,152668,7761009,38,3,1,2,0,33,164,4,3,12,1
152682,152683,8925245,63,0,1,2,0,18,166,12,0,10,1
152695,152696,3430788,63,3,1,2,0,17,56,11,3,10,1
152700,152701,279241,41,0,1,2,1,37,292,12,0,14,1
152705,152706,660630,70,1,1,2,1,7,236,14,1,10,1
152707,152708,5022180,57,2,1,2,0,31,84,0,2,11,1
152755,152756,7957694,22,0,1,2,1,13,249,13,0,14,1
152804,152805,5180835,22,1,1,2,0,0,33,28,1,10,1
152823,152824,98356,50,4,1,2,1,39,182,14,4,13,1
152827,152828,9768762,66,1,1,2,0,12,53,13,1,13,1
152871,152872,5522087,58,4,1,2,1,31,69,2,4,13,1
152878,152879,2280615,74,1,1,0,0,6,314,0,1,14,1
152883,152884,978225,72,0,1,2,1,29,257,22,0,13,1
152884,152885,1888040,43,2,0,2,0,35,300,22,2,13,1
152885,152886,3291384,42,4,1,2,0,43,208,0,4,12,1
152890,152891,8653449,66,0,1,2,0,9,294,12,0,13,1
152951,152952,9594219,32,3,1,2,0,39,235,22,3,12,1
152955,152956,5832406,24,4,1,2,1,18,260,14,4,12,1
152957,152958,700444,24,0,1,2,0,15,292,12,0,11,1
152963,152964,1047915,23,4,1,2,1,4,85,14,4,11,1
152980,152981,5924444,33,1,1,2,0,24,33,28,1,12,1
152982,152983,1743237,66,0,1,2,0,11,109,0,0,14,1
153023,153024,7756519,56,4,1,2,0,30,138,25,4,14,1
153058,153059,2362103,56,2,1,2,0,16,185,25,2,11,1
153110,153111,6683083,69,1,0,2,0,40,237,2,1,12,1
153174,153175,2361934,78,0,0,2,1,0,220,18,0,12,1
153243,153244,7908473,66,0,1,2,0,48,306,28,0,10,1
153269,153270,3453372,47,2,1,2,0,23,255,25,2,10,1
153278,153279,4854861,77,1,0,2,0,18,132,2,1,13,1
153297,153298,2593784,66,1,1,2,1,35,200,2,1,11,1
153305,153306,8909724,71,4,1,2,0,4,279,20,4,11,1
153318,153319,8215558,43,1,1,2,1,46,87,22,1,13,1
153320,153321,9290267,54,4,1,2,1,36,198,2,4,14,1
153322,153323,4742685,38,2,1,2,1,36,108,0,2,12,1
153366,153367,8527776,54,2,1,2,0,30,215,23,2,11,1
153370,153371,1369446,59,3,1,2,0,38,35,19,3,11,1
153372,153373,7186684,55,3,1,2,1,44,112,13,3,12,1
153382,153383,5796023,30,3,1,2,0,16,66,2,3,11,1
153386,153387,7644982,24,1,1,2,0,41,93,7,1,11,1
